time,datetime,mid_diff,mid_price,state
21.008641232998343,2012-06-21 09:46:21.288456486,0.004999999999999005,0.004999999999999005,1
21.01031015600165,2012-06-21 09:46:21.290125409,0.004999999999999005,0.010000000000001563,1
23.676004159999138,2012-06-21 09:46:23.955819413,0.004999999999999005,0.015000000000000568,1
23.676044378997176,2012-06-21 09:46:23.955859632,0.004999999999999005,0.019999999999999574,1
45.936384918997646,2012-06-21 09:46:46.216200172,0.004999999999999005,0.030000000000001137,1
46.31325259099685,2012-06-21 09:46:46.593067844,0.004999999999999005,0.03500000000000014,1
46.31345254000189,2012-06-21 09:46:46.593267793,-0.004999999999999005,0.030000000000001137,0
49.16226265699515,2012-06-21 09:46:49.442077910,-0.004999999999999005,0.02500000000000213,0
49.164742137996654,2012-06-21 09:46:49.444557391,-0.004999999999999005,0.019999999999999574,0
55.19280674699985,2012-06-21 09:46:55.472622000,0.004999999999999005,0.02500000000000213,1
55.192873223997594,2012-06-21 09:46:55.472688477,0.004999999999999005,0.030000000000001137,1
62.81680042100197,2012-06-21 09:47:03.096615674,-0.004999999999999005,0.02500000000000213,0
62.82114569300029,2012-06-21 09:47:03.100960946,-0.004999999999999005,0.019999999999999574,0
95.00022122800146,2012-06-21 09:47:35.280036481,0.004999999999999005,0.02500000000000213,1
95.00145400299516,2012-06-21 09:47:35.281269256,0.004999999999999005,0.030000000000001137,1
97.11858022899833,2012-06-21 09:47:37.398395482,0.004999999999999005,0.03500000000000014,1
97.11859773699689,2012-06-21 09:47:37.398412990,0.004999999999999005,0.03999999999999915,1
97.14614122000057,2012-06-21 09:47:37.425956473,0.004999999999999005,0.045000000000001705,1
97.14619292299903,2012-06-21 09:47:37.426008176,0.004999999999999005,0.05000000000000071,1
119.40281093499652,2012-06-21 09:47:59.682626188,0.004999999999999005,0.054999999999999716,1
119.40422622599726,2012-06-21 09:47:59.684041479,0.004999999999999005,0.060000000000002274,1
124.25054089199693,2012-06-21 09:48:04.530356144,0.004999999999999005,0.06500000000000128,1
124.25149412099563,2012-06-21 09:48:04.531309374,0.004999999999999005,0.07000000000000028,1
124.55612996599666,2012-06-21 09:48:04.835945219,-0.004999999999999005,0.06500000000000128,0
124.56113232299685,2012-06-21 09:48:04.840947576,-0.004999999999999005,0.060000000000002274,0
127.74992363499769,2012-06-21 09:48:08.029738888,-0.004999999999999005,0.054999999999999716,0
127.75142044200038,2012-06-21 09:48:08.031235695,-0.004999999999999005,0.05000000000000071,0
136.4932631279953,2012-06-21 09:48:16.773078381,0.004999999999999005,0.054999999999999716,1
136.49440069199773,2012-06-21 09:48:16.774215945,0.004999999999999005,0.060000000000002274,1
153.57799477799563,2012-06-21 09:48:33.857810031,0.004999999999999005,0.06500000000000128,1
153.57890128000145,2012-06-21 09:48:33.858716533,0.004999999999999005,0.07000000000000028,1
177.47518317899812,2012-06-21 09:48:57.754998432,0.004999999999999005,0.07499999999999929,1
177.4753827109962,2012-06-21 09:48:57.755197964,0.004999999999999005,0.08000000000000185,1
186.01684903800196,2012-06-21 09:49:06.296664291,-0.004999999999999005,0.07499999999999929,0
186.0200462569992,2012-06-21 09:49:06.299861510,-0.004999999999999005,0.07000000000000028,0
199.6019478399976,2012-06-21 09:49:19.881763093,-0.004999999999999005,0.060000000000002274,0
212.8266117940002,2012-06-21 09:49:33.106427047,-0.004999999999999005,0.054999999999999716,0
212.82666990399593,2012-06-21 09:49:33.106485157,-0.004999999999999005,0.05000000000000071,0
231.04098447499564,2012-06-21 09:49:51.320799728,-0.004999999999999005,0.045000000000001705,0
231.0422070459972,2012-06-21 09:49:51.322022299,-0.004999999999999005,0.03999999999999915,0
271.4357128769989,2012-06-21 09:50:31.715528130,-0.004999999999999005,0.03500000000000014,0
271.4357234010022,2012-06-21 09:50:31.715538654,-0.004999999999999005,0.030000000000001137,0
277.5492381110016,2012-06-21 09:50:37.829053364,0.004999999999999005,0.03500000000000014,1
277.55092287799926,2012-06-21 09:50:37.830738131,0.004999999999999005,0.03999999999999915,1
279.7558388239995,2012-06-21 09:50:40.035654077,0.004999999999999005,0.045000000000001705,1
279.75587406699924,2012-06-21 09:50:40.035689320,0.004999999999999005,0.05000000000000071,1
286.39365896399977,2012-06-21 09:50:46.673474217,-0.004999999999999005,0.045000000000001705,0
286.3937102540003,2012-06-21 09:50:46.673525507,-0.004999999999999005,0.03999999999999915,0
301.6261107159953,2012-06-21 09:51:01.905925969,-0.004999999999999005,0.03500000000000014,0
301.62781871199695,2012-06-21 09:51:01.907633965,-0.004999999999999005,0.030000000000001137,0
302.6891593210021,2012-06-21 09:51:02.968974574,-0.004999999999999005,0.02500000000000213,0
302.68933206699876,2012-06-21 09:51:02.969147320,0.004999999999999005,0.030000000000001137,1
306.62827770999866,2012-06-21 09:51:06.908092963,-0.004999999999999005,0.02500000000000213,0
306.62990116499714,2012-06-21 09:51:06.909716418,-0.004999999999999005,0.019999999999999574,0
308.4214664960018,2012-06-21 09:51:08.701281749,-0.004999999999999005,0.015000000000000568,0
308.4231665080006,2012-06-21 09:51:08.702981761,-0.004999999999999005,0.010000000000001563,0
309.31708710599924,2012-06-21 09:51:09.596902359,-0.004999999999999005,0.004999999999999005,0
309.37292593500024,2012-06-21 09:51:09.652741188,-0.004999999999999005,0.0,0
321.3638769449972,2012-06-21 09:51:21.643692198,0.004999999999999005,0.004999999999999005,1
321.3644545749994,2012-06-21 09:51:21.644269828,0.004999999999999005,0.010000000000001563,1
324.97935183699883,2012-06-21 09:51:25.259167090,0.004999999999999005,0.015000000000000568,1
